"subjID"	"trial"	"choice"	"outcome"
8	69	2	1
8	70	2	1
8	71	2	1
8	72	2	1
8	73	2	1
8	74	2	1
8	75	2	1
8	76	2	1
8	77	2	1
8	78	2	-1
8	79	2	1
8	80	1	1
8	81	2	1
8	82	1	-1
8	83	2	1
8	84	2	1
8	85	1	1
8	86	2	-1
8	87	1	-1
8	88	2	1
8	89	2	1
8	90	2	1
8	91	1	-1
8	92	2	-1
8	93	2	1
8	94	1	-1
8	95	2	1
8	96	2	1
8	97	2	1
8	98	2	1
8	99	2	-1
8	100	2	1
9	1	1	1
9	2	1	1
9	3	1	-1
9	4	2	1
9	5	2	-1
9	6	2	1
9	7	1	-1
9	8	1	-1
9	9	2	1
9	10	2	-1
9	11	2	1
9	12	2	1
9	13	2	1
9	14	2	1
9	15	2	1
9	16	2	-1
9	17	2	1
9	18	2	-1
9	19	2	1
9	20	2	1
9	21	2	1
9	22	2	1
9	23	2	1
9	24	2	1
9	25	2	1
9	26	2	1
9	27	2	1
9	28	2	-1
9	29	2	1
9	30	1	1
9	31	2	1
9	32	2	1
9	33	2	1
9	34	1	-1
9	35	2	1
9	36	2	1
9	37	2	1
9	38	2	1
9	39	2	1
9	40	2	1
9	41	2	1
9	42	2	-1
9	43	2	1
9	44	2	1
9	45	2	1
9	46	2	1
9	47	2	1
9	48	2	1
9	49	2	1
9	50	2	1
9	51	1	-1
9	52	2	1
9	53	2	-1
9	54	2	1
9	55	2	-1
9	56	2	1
9	57	2	-1
9	58	1	1
9	59	1	1
9	60	1	1
9	61	1	-1
9	62	1	1
9	63	2	1
9	64	1	-1
9	65	2	-1
9	66	2	-1
9	67	1	1
9	68	2	1
9	69	2	1
9	70	2	1
9	71	2	1
9	72	1	-1
9	73	1	1
9	74	2	1
9	75	2	1
9	76	2	1
9	77	2	1
9	78	2	1
9	79	2	1
9	80	2	-1
9	81	2	1
9	82	2	1
9	83	2	1
9	84	1	1
9	85	2	1
9	86	1	1
9	87	2	1
9	88	1	1
9	89	2	-1
9	90	1	1
9	91	2	1
9	92	2	1
9	93	1	1
9	94	2	1
9	95	2	-1
9	96	1	-1
9	97	2	1
9	98	2	1
9	99	2	1
9	100	1	1
10	1	2	1
10	2	2	1
10	3	1	1
10	4	2	1
10	5	2	1
10	6	2	1
10	7	1	-1
10	8	2	1
10	9	2	1
10	10	1	1
10	11	1	-1
10	12	2	1
10	13	2	-1
10	14	1	1
10	15	2	1
10	16	2	1
10	17	1	-1
10	18	2	1
10	19	2	1
10	20	2	1
10	21	2	-1
10	22	1	-1
10	23	2	1
10	24	2	1
10	25	2	1
10	26	2	1
10	27	2	1
10	28	2	-1
10	29	2	1
10	30	2	1
10	31	2	1
10	32	2	1
10	33	2	1
10	34	2	1
10	35	1	-1
10	36	2	1
10	37	2	1
10	38	2	1
10	39	2	1
10	40	2	1
10	41	2	1
10	42	2	1
10	43	2	1
10	44	2	1
10	45	2	1
10	46	2	1
10	47	2	-1
10	48	2	1
10	49	2	1
10	50	2	1
10	51	2	1
10	52	2	1
10	53	2	-1
10	54	1	-1
10	55	2	-1
10	56	2	1
10	57	2	1
10	58	2	1
10	59	2	1
10	60	2	1
10	61	2	1
10	62	1	-1
10	63	2	1
10	64	2	1
10	65	2	1
10	66	2	1
10	67	2	1
10	68	2	1
10	69	2	1
10	70	2	-1
10	71	2	-1
10	72	2	1
10	73	2	-1
10	74	2	1
10	75	1	1
10	76	2	1
10	77	1	1
10	78	2	-1
10	79	2	1
10	80	2	1
10	81	2	1
10	82	2	-1
10	83	2	1
10	84	1	-1
10	85	2	1
10	86	2	1
10	87	2	-1
10	88	1	-1
10	89	2	1
10	90	2	1
10	91	2	1
10	92	2	1
10	93	2	1
10	94	2	-1
10	95	1	-1
10	96	2	1
10	97	2	-1
10	98	2	1
10	99	2	-1
10	100	2	1
11	1	2	1
11	2	1	1
11	3	1	-1
11	4	1	-1
11	5	2	1
11	6	2	1
11	7	1	-1
11	8	2	1
11	9	2	-1
11	10	2	-1
11	11	1	1
11	12	2	-1
11	13	2	1
11	14	1	-1
11	15	2	1
11	16	2	-1
11	17	2	1
11	18	2	-1
11	19	1	-1
11	20	2	1
11	21	2	1
11	22	1	-1
11	23	1	-1
11	24	2	1
11	25	2	1
11	26	2	1
11	27	2	1
11	28	2	1
11	29	1	1
11	30	2	1
11	31	2	1
11	32	2	1
11	33	2	1
11	34	2	1
11	35	2	1
11	36	2	-1
11	37	2	-1
11	38	2	-1
11	39	1	-1
11	40	2	1
11	41	1	1
11	42	2	-1
11	43	1	-1
11	44	2	1
11	45	2	1
11	46	1	1
11	47	2	1
11	48	2	1
11	49	1	-1
11	50	2	1
11	51	2	1
11	52	1	-1
11	53	2	-1
11	54	1	1
11	55	2	-1
11	56	2	1
11	57	2	1
11	58	2	-1
11	59	1	-1
11	60	1	1
11	61	1	1
11	62	1	1
11	63	2	1
11	64	2	1
11	65	2	1
11	66	2	1
11	67	2	1
11	68	2	1
11	69	2	1
11	70	2	1
11	71	2	1
11	72	2	1
11	73	2	1
11	74	2	1
11	75	2	1
11	76	2	1
11	77	2	-1
11	78	2	1
11	79	2	1
11	80	2	1
11	81	2	1
11	82	2	1
11	83	1	-1
11	84	2	-1
11	85	2	1
11	86	1	-1
11	87	2	1
11	88	2	1
11	89	2	1
11	90	2	1
11	91	2	-1
11	92	1	-1
11	93	1	1
11	94	1	-1
11	95	2	1
11	96	2	1
11	97	2	1
11	98	2	1
11	99	2	1
11	100	2	1
12	1	1	-1
12	2	2	-1
12	3	1	1
12	4	2	1
12	5	2	1
12	6	1	1
12	7	2	1
12	8	2	1
12	9	1	1
12	10	2	-1
12	11	1	-1
12	12	2	-1
12	13	2	1
12	14	2	1
12	15	1	-1
12	16	1	1
12	17	2	-1
12	18	2	1
12	19	1	1
12	20	2	1
12	21	2	-1
12	22	1	-1
12	23	2	1
12	24	1	1
12	25	1	1
12	26	1	1
12	27	1	-1
12	28	2	1
12	29	1	1
12	30	2	1
12	31	2	-1
12	32	1	1
12	33	1	-1
12	34	2	1
12	35	2	-1
12	36	1	-1
12	37	2	1
12	38	2	1
12	39	2	1
12	40	1	1
12	41	2	1
12	42	2	1
12	43	1	1
12	44	2	-1
12	45	1	-1
12	46	2	1
12	47	1	1
12	48	2	-1
12	49	1	-1
12	50	2	1
12	51	1	-1
12	52	2	1
12	53	2	1
12	54	2	1
12	55	2	-1
12	56	1	1
12	57	2	1
12	58	2	1
12	59	2	-1
12	60	2	1
12	61	2	1
12	62	1	1
12	63	2	1
12	64	1	-1
12	65	2	1
12	66	2	1
12	67	2	1
12	68	2	1
12	69	2	1
12	70	2	1
12	71	2	1
12	72	1	1
12	73	2	-1
12	74	1	-1
12	75	1	1
12	76	2	1
12	77	2	1
12	78	2	1
12	79	1	-1
12	80	2	1
12	81	1	1
12	82	2	-1
12	83	1	-1
12	84	2	1
12	85	1	1
12	86	1	1
12	87	2	1
12	88	2	1
12	89	2	1
12	90	2	1
12	91	1	-1
12	92	2	-1
12	93	1	-1
12	94	2	1
12	95	2	1
12	96	1	1
12	97	2	-1
12	98	1	-1
12	99	2	1
12	100	1	1
13	1	2	1
13	2	1	-1
13	3	2	1
13	4	2	1
13	5	2	1
13	6	2	1
13	7	2	1
13	8	2	1
13	9	2	1
13	10	2	1
13	11	2	1
13	12	2	1
13	13	2	-1
13	14	2	1
13	15	2	1
13	16	2	-1
13	17	1	1
13	18	1	1
13	19	2	1
13	20	2	1
13	21	1	1
13	22	2	1
13	23	1	-1
13	24	2	1
13	25	2	1
13	26	2	1
13	27	2	1
13	28	2	1
13	29	2	1
13	30	2	1
13	31	2	-1
13	32	2	-1
13	33	1	-1
13	34	2	1
13	35	2	1
13	36	2	1
13	37	2	1
13	38	2	1
13	39	2	1
13	40	2	1
13	41	2	1
13	42	2	-1
13	43	2	1
13	44	2	-1
13	45	2	1
13	46	2	1
13	47	2	1
13	48	2	1
13	49	2	1
13	50	2	1
13	51	2	1
13	52	2	1
13	53	2	1
13	54	2	1
13	55	2	-1
13	56	2	1
13	57	2	1
13	58	2	-1
13	59	2	-1
13	60	2	1
13	61	1	-1
13	62	2	1
13	63	2	1
13	64	2	1
13	65	2	1
13	66	2	1
13	67	2	-1
13	68	2	1
13	69	2	1
13	70	2	1
13	71	2	-1
13	72	2	-1
13	73	2	1
13	74	2	1
13	75	2	1
13	76	2	1
13	77	2	1
13	78	2	1
13	79	2	1
13	80	2	-1
13	81	1	-1
13	82	1	1
13	83	1	1
13	84	1	-1
13	85	1	-1
13	86	2	1
13	87	2	1
13	88	1	-1
13	89	2	1
13	90	2	1
13	91	2	-1
13	92	2	1
13	93	2	1
13	94	2	-1
13	95	1	1
13	96	2	1
13	97	2	1
13	98	2	1
13	99	2	1
13	100	2	-1
14	1	1	1
14	2	1	-1
14	3	2	1
14	4	2	1
14	5	1	1
14	6	2	1
14	7	2	1
14	8	2	1
14	9	2	1
14	10	2	-1
14	11	1	1
14	12	1	1
14	13	2	1
14	14	2	1
14	15	2	1
14	16	1	1
14	17	2	1
14	18	1	1
14	19	1	-1
14	20	1	-1
14	21	1	1
14	22	2	-1
14	23	2	1
14	24	2	-1
14	25	1	1
14	26	1	1
14	27	2	1
14	28	2	1
14	29	1	1
14	30	2	1
14	31	1	-1
14	32	2	1
14	33	2	1
14	34	1	1
14	35	2	1
14	36	2	1
14	37	2	-1
14	38	2	1
14	39	1	-1
14	40	2	1
14	41	2	1
14	42	2	-1
14	43	1	-1
14	44	2	1
14	45	2	-1
14	46	1	1
14	47	1	1
14	48	2	1
14	49	2	1
14	50	2	1
14	51	1	1
14	52	2	-1
14	53	2	1
14	54	1	-1
14	55	2	1
14	56	2	1
14	57	2	1
14	58	2	1
14	59	2	1
14	60	1	-1
14	61	2	-1
14	62	2	1
14	63	2	1
14	64	1	1
14	65	1	-1
14	66	1	-1
14	67	2	1
14	68	1	1
14	69	1	-1
14	70	2	1
14	71	1	-1
14	72	2	1
14	73	2	-1
14	74	2	1
14	75	1	-1
14	76	1	1
14	77	2	1
14	78	2	1
14	79	1	1
14	80	1	1
14	81	1	-1
14	82	2	-1
14	83	2	1
14	84	1	-1
14	85	2	1
14	86	2	1
14	87	2	1
14	88	2	1
14	89	1	1
14	90	1	-1
14	91	2	1
14	92	2	1
14	93	1	-1
14	94	2	-1
14	95	2	1
14	96	2	1
14	97	1	1
14	98	1	-1
14	99	2	1
14	100	1	1
15	1	2	1
15	2	1	-1
15	3	2	1
15	4	1	-1
15	5	1	-1
15	6	2	1
15	7	2	1
15	8	2	1
15	9	1	1
15	10	2	1
15	11	2	1
15	12	2	1
15	13	2	1
15	14	2	1
15	15	2	1
15	16	2	1
15	17	2	1
15	18	1	-1
15	19	2	1
15	20	2	1
15	21	2	1
15	22	2	1
15	23	1	1
15	24	2	1
15	25	1	1
15	26	2	1
15	27	2	1
15	28	1	-1
15	29	2	1
15	30	2	1
15	31	1	-1
15	32	1	1
15	33	1	1
15	34	2	-1
15	35	1	1
15	36	2	-1
15	37	1	1
15	38	1	-1
15	39	2	-1
15	40	1	-1
15	41	2	1
15	42	2	-1
15	43	1	-1
15	44	2	1
15	45	1	1
15	46	1	-1
15	47	2	1
15	48	2	1
15	49	2	1
15	50	2	1
15	51	2	1
15	52	2	-1
15	53	2	1
15	54	2	1
15	55	2	1
15	56	2	-1
15	57	2	-1
15	58	1	1
15	59	1	-1
15	60	2	-1
15	61	1	-1
15	62	2	1
15	63	2	1
15	64	2	1
15	65	2	1
15	66	1	-1
15	67	2	1
15	68	2	1
15	69	2	1
15	70	1	-1
15	71	2	1
15	72	2	-1
15	73	2	-1
15	74	2	1
15	75	2	1
15	76	1	1
15	77	1	1
15	78	2	-1
15	79	2	1
15	80	2	1
15	81	1	-1
15	82	1	-1
15	83	1	1
15	84	1	-1
15	85	2	1
15	86	2	1
15	87	1	-1
15	88	1	-1
15	89	2	1
15	90	2	1
15	91	2	-1
15	92	2	1
15	93	2	1
15	94	2	1
15	95	2	1
15	96	1	-1
15	97	2	-1
15	98	1	-1
15	99	1	1
15	100	2	1
16	1	2	1
16	2	2	1
16	3	2	-1
16	4	2	1
16	5	2	1
16	6	2	1
16	7	2	-1
16	8	1	-1
16	9	2	1
16	10	2	1
16	11	2	1
16	12	2	1
16	13	2	1
16	14	2	-1
16	15	2	-1
16	16	2	1
16	17	2	1
16	18	2	1
16	19	2	1
16	20	2	1
16	21	2	1
16	22	2	1
16	23	2	1
16	24	2	1
16	25	2	1
16	26	2	1
16	27	2	1
16	28	2	1
16	29	2	1
16	30	2	1
16	31	2	1
16	32	2	1
16	33	2	1
16	34	2	1
16	35	2	1
16	36	2	1
16	37	2	-1
16	38	2	1
16	39	2	1
16	40	2	1
16	41	2	1
16	42	2	1
16	43	2	1
16	44	2	1
16	45	2	-1
16	46	2	-1
16	47	1	1
16	48	1	-1
16	49	2	1
16	50	2	1
16	51	2	-1
16	52	2	1
16	53	2	1
16	54	2	1
16	55	2	1
16	56	2	1
16	57	2	1
16	58	2	-1
16	59	1	1
16	60	2	-1
16	61	1	1
16	62	1	1
16	63	1	1
16	64	1	-1
16	65	2	1
16	66	1	-1
16	67	2	1
16	68	2	1
16	69	2	1
16	70	2	1
16	71	2	1
16	72	2	1
16	73	2	1
16	74	2	1
16	75	2	1
16	76	2	1
16	77	2	1
16	78	1	-1
16	79	2	1
16	80	2	-1
16	81	2	-1
16	82	1	1
16	83	1	-1
16	84	2	1
16	85	2	-1
16	86	2	1
16	87	2	-1
16	88	2	-1
16	89	1	1
16	90	1	1
16	91	1	1
16	92	1	-1
16	93	1	-1
16	94	1	1
16	95	1	-1
16	96	2	1
16	97	1	-1
16	98	2	-1
16	99	1	-1
16	100	2	-1
17	1	1	-1
17	2	2	1
17	3	1	-1
17	4	2	1
17	5	2	1
17	6	1	1
17	7	2	1
17	8	2	1
17	9	2	1
17	10	2	1
17	11	1	-1
17	12	1	1
17	13	2	-1
17	14	1	-1
17	15	2	1
17	16	1	-1
17	17	2	1
17	18	2	1
17	19	2	1
17	20	1	-1
17	21	2	1
17	22	2	1
17	23	1	1
17	24	2	1
17	25	2	1
17	26	2	1
17	27	2	1
17	28	2	-1
17	29	1	-1
17	30	2	1
17	31	1	-1
17	32	2	1
17	33	1	-1
17	34	2	1
17	35	2	1
17	36	1	-1
17	37	1	1
17	38	1	-1
17	39	2	1
17	40	2	1
17	41	2	1
17	42	1	-1
17	43	2	1
17	44	1	1
17	45	2	1
17	46	2	1
17	47	1	-1
17	48	2	1
17	49	1	-1
17	50	2	-1
17	51	2	1
17	52	2	1
17	53	2	1
17	54	2	-1
17	55	2	1
17	56	2	1
17	57	2	1
17	58	2	1
17	59	1	-1
17	60	2	1
17	61	1	-1
17	62	1	1
17	63	2	1
17	64	2	1
17	65	2	1
17	66	2	1
17	67	2	-1
17	68	2	1
17	69	1	-1
17	70	2	1
17	71	1	1
17	72	2	1
17	73	2	1
17	74	1	1
17	75	1	1
17	76	2	1
17	77	2	1
17	78	1	-1
17	79	2	-1
17	80	2	1
17	81	2	1
17	82	2	1
17	83	2	1
17	84	2	1
